Date,gross_return,transaction_cost,net_return,signal,beta,weight_rf,weight_schw,alpha,innovation,innovation_std,z_score
2023-03-01,-0.004104016689765797,0.0,-0.004104016689765797,-1.0,0.9704845015582777,-0.5074894013168795,0.4925105986831205,-1.214141103841662,0.043370416311204085,0.02149723355509077,2.0174882595967105
2023-03-02,0.0018428662704248252,0.0,0.0018428662704248252,-1.0,0.9706190708222399,-0.5074547459762229,0.4925452540237772,-1.2130918438544613,0.03786759385981586,0.021495602302550963,1.7616437691221136
2023-03-03,-0.0016231701585042307,0.0,-0.0016231701585042307,-1.0,0.9708659717771828,-0.5073911743974518,0.49260882560254815,-1.212453820437633,0.039444598445493195,0.021497584300828716,1.8348386448226481
2023-03-06,-0.004312410624500756,0.0,-0.004312410624500756,-1.0,0.9710927330579044,-0.5073328023733439,0.4926671976266562,-1.2114384348179243,0.04624139377809833,0.021496411439847152,2.1511215445189267
2023-03-07,0.009473694710801285,0.0,0.009473694710801285,-1.0,0.9711439079455824,-0.507319630986378,0.49268036901362194,-1.2105603401497183,0.025577011466336508,0.021494859727874075,1.189912927562341
2023-03-08,0.0228551431026296,0.0005,0.0223551431026296,0.0,0.9710475884173162,-0.50734442226378,0.49265557773622004,-1.2110316078498973,-0.020569916319802317,0.02149615497393498,-0.9569114264734428
2023-03-09,0.0,0.0005,-0.0005,-1.0,0.9700221169337309,0.0,-0.0,-1.2036594218191463,0.07032941536585247,0.02151049197456062,3.2695400667277874
2023-03-10,-0.051592145993138154,0.0,-0.051592145993138154,-1.0,0.9647637396294994,-0.5089670477064955,0.4910329522935044,-1.1741228897530265,0.1692358904893716,0.021567957874937257,7.846634877103028
2023-03-13,-0.022659962481162844,0.0,-0.022659962481162844,-1.0,0.9552578126893946,-0.5114415058260435,0.4885584941739566,-1.1251585732472937,0.20635745818359075,0.021659391903183542,9.52738927787072
2023-03-14,0.03988399926270754,0.0,0.03988399926270754,-1.0,0.9516247896144978,-0.5123935734581077,0.4876064265418924,-1.1048889972719897,0.1163614366515846,0.02156969222176788,5.394673018753323
2023-03-15,0.06076944703882799,0.0005,0.060269447038827986,0.0,0.9518053404573118,-0.5123461747295445,0.4876538252704555,-1.1059891406341027,-0.008000866803481443,0.021533012026163412,-0.37156282612762637
2023-03-16,0.0,0.0005,-0.0005,-1.0,0.9499925009822505,0.0,-0.0,-1.0953043137310827,0.07240581562447668,0.02154191981524519,3.3611589053095985
2023-03-17,0.007726440077989142,0.0,0.007726440077989142,-1.0,0.9485357230691797,-0.5132058848912859,0.48679411510871406,-1.0869166230202953,0.053980779341688656,0.021549624504589613,2.5049522013802092
2023-03-20,-0.00801989457071571,0.0,-0.00801989457071571,-1.0,0.9467892353828394,-0.5136662879704841,0.48633371202951603,-1.0767850993504793,0.06702613582479788,0.021545371174045806,3.1109297344359312
2023-03-21,0.0033037598351113133,0.0,0.0033037598351113133,-1.0,0.9458377009933794,-0.5139174759999177,0.48608252400008234,-1.070387826608799,0.05736764289455021,0.021512817909553488,2.666672638412199
2023-03-22,0.005469869878092053,0.0,0.005469869878092053,-1.0,0.9448212984085248,-0.5141860595718045,0.4858139404281955,-1.0642924063717116,0.04423452577507714,0.02153231569967124,2.0543320278251596
2023-03-23,-0.021520045543851535,0.0,-0.021520045543851535,-1.0,0.9423115688030475,-0.5148504575999883,0.4851495424000118,-1.0503429960303647,0.08414420997709016,0.021560863125626686,3.902636433746408
2023-03-24,-0.00681391045173127,0.0,-0.00681391045173127,-1.0,0.9397850804862276,-0.5155210286230986,0.4844789713769015,-1.035973201047509,0.09324362830993493,0.021547940085548407,4.327264134749975
2023-03-27,0.0034749240671250615,0.0,0.0034749240671250615,-1.0,0.9380205184469023,-0.5159904090186742,0.4840095909813259,-1.025243944548796,0.08201942835734544,0.021525456827957017,3.81034553704893
2023-03-28,-0.010395518239260102,0.0,-0.010395518239260102,-1.0,0.9357923404686803,-0.5165843355687042,0.4834156644312958,-1.0119417959376331,0.09844433323633428,0.02152878012064424,4.572685153764689
2023-03-29,0.0022570663626631793,0.0,0.0022570663626631793,-1.0,0.934188088510833,-0.5170128003269415,0.4829871996730585,-1.0015974765932032,0.08952069001516172,0.021512590606651984,4.161316117245345
2023-03-30,-0.015310502488455434,0.0,-0.015310502488455434,-1.0,0.9314807580355953,-0.517737490181909,0.4822625098180911,-0.9856869548398485,0.11525055072940082,0.021530580854738805,5.352876984925123
2023-03-31,-0.007291660116805349,0.0,-0.007291660116805349,-1.0,0.9287185537341621,-0.5184789652507441,0.48152103474925595,-0.9692203640313966,0.12401110977566399,0.021525345612032593,5.7611669522436015
2023-04-03,-0.008050907423169787,0.0,-0.008050907423169787,-1.0,0.9256463326952439,-0.5193061586757436,0.48069384132425647,-0.9511160327296518,0.13390854011635733,0.02152709784109764,6.220464138027511
2023-04-04,-0.007215303729624057,0.0,-0.007215303729624057,-1.0,0.9220209256904969,-0.5202856985757032,0.4797143014242967,-0.9304845598885676,0.14176291423833876,0.0215368946932325,6.582328430239512
2023-04-05,-0.010370056530825279,0.0,-0.010370056530825279,-1.0,0.9178326353970481,-0.5214219330421241,0.4785780669578759,-0.9070718368321337,0.15513866653697717,0.02154244562362486,7.201534554036052
2023-04-06,0.0026731851428460755,0.0,0.0026731851428460755,-1.0,0.914392235170485,-0.5223589929108471,0.47764100708915297,-0.8872512098042535,0.14267979272034825,0.0215295409998718,6.627163705960934
2023-04-10,0.020962345902128518,0.0,0.020962345902128518,-1.0,0.9128020220444211,-0.5227932574701016,0.47720674252989836,-0.8768598331534926,0.09595056407470848,0.021503297421249297,4.462132583437706
2023-04-11,-0.002643772419114809,0.0,-0.002643772419114809,-1.0,0.9113006274207026,-0.5232039301684834,0.47679606983151646,-0.8668095238852795,0.09681741456117221,0.021499578455737797,4.503223854388346
2023-04-12,0.006764005613840173,0.0,0.006764005613840173,-1.0,0.9101895091129911,-0.5235082672317452,0.47649173276825474,-0.8590520536721719,0.07970010887678969,0.021494871747379025,3.7078662209979414
2023-04-13,-0.005671640274249686,0.0,-0.005671640274249686,-1.0,0.9089652596824161,-0.5238440013132373,0.47615599868676267,-0.8505495891900463,0.08711957327314623,0.02149424665419945,4.053157790302234
