Date,RF,SCHW
2023-01-31,20.351669311523438,73.86357879638672
2023-02-01,20.559165954589844,74.65546417236328
2023-02-02,20.706140518188477,73.10034942626953
2023-02-03,20.749366760253906,75.39007568359375
2023-02-06,20.481353759765625,76.19149017333984
2023-02-07,20.636974334716797,77.46038818359375
2023-02-08,20.61968231201172,76.90702819824219
2023-02-09,20.3430233001709,76.16056060791016
2023-02-10,20.464065551757812,77.00273895263672
2023-02-13,20.66291046142578,76.96446228027344
2023-02-14,20.61968231201172,77.29940795898438
2023-02-15,20.66291046142578,77.02189636230469
2023-02-16,20.45541763305664,76.88790130615234
2023-02-17,20.628326416015625,76.86875915527344
2023-02-21,20.049074172973633,76.46681213378906
2023-02-22,19.91939353942871,76.5625
2023-02-23,19.89345359802246,75.57676696777344
2023-02-24,20.031784057617188,77.13671875
2023-02-27,20.118240356445312,74.53360748291016
2023-02-28,20.161466598510742,74.57188415527344
2023-03-01,20.196054458618164,74.08380126953125
2023-03-02,19.78970718383789,72.82052612304688
2023-03-03,20.187406539916992,74.08380126953125
2023-03-06,20.152822494506836,73.30860900878906
2023-03-07,19.366073608398438,71.72949981689453
2023-03-08,18.812761306762695,72.92578125
2023-03-09,18.027437210083008,63.61387252807617
2023-03-10,17.695859909057617,56.17774963378906
2023-03-13,16.448074340820312,49.67949676513672
2023-03-14,16.544057846069336,54.244529724121094
2023-03-15,15.400982856750488,56.99121856689453
2023-03-16,16.2386531829834,55.392982482910156
2023-03-17,15.610403060913086,53.986141204833984
2023-03-20,15.776192665100098,53.69903564453125
2023-03-21,16.56151008605957,56.91465759277344
2023-03-22,15.54931926727295,53.84257888793945
2023-03-23,15.296276092529297,50.61738586425781
2023-03-24,15.601676940917969,50.97148513793945
2023-03-27,15.933255195617676,52.502742767333984
2023-03-28,15.976886749267578,51.5361442565918
2023-03-29,16.282285690307617,52.83770751953125
2023-03-30,15.994338035583496,50.215431213378906
2023-03-31,16.195024490356445,50.129302978515625
2023-04-03,16.212478637695312,49.354103088378906
2023-04-04,15.976886749267578,47.85157012939453
2023-04-05,15.959434509277344,46.77012634277344
2023-04-06,16.0205135345459,47.2295036315918
2023-04-10,16.06414222717285,49.497657775878906
2023-04-11,16.142675399780273,49.48808670043945
2023-04-12,15.994338035583496,49.689064025878906
2023-04-13,16.046688079833984,49.27754592895508
2023-04-14,16.151399612426758,48.58848190307617
2023-04-17,16.526607513427734,50.50254440307617
2023-04-18,16.317188262939453,51.67969512939453
2023-04-19,16.770925521850586,53.1630859375
2023-04-20,16.48297691345215,51.67969512939453
2023-04-21,16.0205135345459,51.48828887939453
2023-04-24,15.968156814575195,50.83750534057617
2023-04-25,15.540594100952148,48.837310791015625
2023-04-26,15.462065696716309,48.42578125
2023-04-27,15.706384658813477,49.507232666015625
2023-04-28,15.933255195617676,49.995323181152344
2023-05-01,15.566770553588867,49.58378982543945
2023-05-02,14.52840518951416,47.94727325439453
2023-05-03,14.231729507446289,45.966217041015625
2023-05-04,13.743087768554688,45.33457565307617
2023-05-05,14.432421684265137,47.12422561645508
2023-05-08,14.310259819030762,45.58340072631836
2023-05-09,14.223003387451172,45.88007736206055
2023-05-10,14.03976058959961,45.506839752197266
2023-05-11,13.54239559173584,45.9205436706543
2023-05-12,13.73436164855957,47.08466720581055
2023-05-15,14.100841522216797,49.00885009765625
2023-05-16,13.856521606445312,48.191078186035156
2023-05-17,14.711647987365723,49.85548782348633
2023-05-18,14.825081825256348,49.78813552856445
2023-05-19,14.711647987365723,49.7111701965332
2023-05-22,15.278824806213379,49.99979782104492
2023-05-23,15.418436050415039,50.78871536254883
2023-05-24,15.209015846252441,50.105628967285156
2023-05-25,15.165387153625488,52.183746337890625
2023-05-26,15.51441764831543,51.635353088378906
2023-05-30,15.610403060913086,51.79890823364258
2023-05-31,15.069405555725098,50.69249725341797
2023-06-01,15.32541275024414,50.702125549316406
2023-06-02,15.943374633789062,52.30881881713867
2023-06-05,15.713850021362305,52.34729766845703
2023-06-06,16.164079666137695,52.53971862792969
2023-06-07,16.49071502685547,53.52104568481445
2023-06-08,16.384775161743164,52.943790435791016
2023-06-09,16.30532455444336,52.91493225097656
2023-06-12,16.09345054626465,51.923980712890625
2023-06-13,16.287668228149414,52.67440414428711
2023-06-14,15.899234771728516,52.28956604003906
2023-06-15,16.172901153564453,53.40559768676758
2023-06-16,15.996346473693848,52.337677001953125
2023-06-20,15.775642395019531,51.885498046875
2023-06-21,15.616738319396973,51.923980712890625
2023-06-22,15.140026092529297,51.19279098510742
2023-06-23,14.963469505310059,51.154300689697266
2023-06-26,15.290104866027832,51.38520812988281
2023-06-27,15.466665267944336,53.126590728759766
2023-06-28,15.334247589111328,53.66536331176758
2023-06-29,15.616738319396973,54.973812103271484
2023-06-30,15.731502532958984,54.5312385559082
2023-07-03,16.14641761779785,55.53181838989258
2023-07-05,16.005170822143555,54.54086685180664
2023-07-06,15.749157905578613,53.83853530883789
2023-07-07,16.181732177734375,54.6370735168457
2023-07-10,16.29649543762207,55.63764953613281
2023-07-11,16.517194747924805,55.397125244140625
2023-07-12,16.67609977722168,56.19565963745117
2023-07-13,16.985082626342773,57.65802764892578
2023-07-14,16.72907066345215,56.301490783691406
2023-07-17,16.949769973754883,56.41693878173828
2023-07-18,17.338199615478516,63.50753402709961
2023-07-19,17.673664093017578,63.53639602661133
2023-07-20,17.964988708496094,65.36438751220703
2023-07-21,17.408824920654297,63.959720611572266
2023-07-24,17.656005859375,64.03667449951172
2023-07-25,17.603042602539062,62.95914077758789
2023-07-26,17.859054565429688,64.09441375732422
2023-07-27,17.620695114135742,63.32474136352539
2023-07-28,17.876708984375,63.45942306518555
2023-07-31,17.98264503479004,63.59412384033203
2023-08-01,17.964988708496094,63.22853088378906
2023-08-02,17.885536193847656,62.862937927246094
2023-08-03,18.097408294677734,63.37284469604492
2023-08-04,18.194515228271484,62.4588623046875
2023-08-07,18.521150588989258,63.46905517578125
2023-08-08,18.450531005859375,63.03611755371094
2023-08-09,18.194515228271484,62.81483459472656
2023-08-10,18.26514434814453,62.331939697265625
2023-08-11,18.203350067138672,61.88767623901367
